File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0001_a_1.tif,1,sinai,Front Board Outside,Front matter,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/0t793z4d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2F0t793z4d,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0002_b_000.tif,2,sinai,Front Board Inside,Front matter,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/80054m2b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2F80054m2b,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0003_f_001r.tif,3,sinai,f. 1r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/r857rb55,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fr857rb55,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0004_f_001v.tif,4,sinai,f. 1v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/jh20v52g,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fjh20v52g,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0005_f_002r.tif,5,sinai,f. 2r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/1v39gm3m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2F1v39gm3m,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0006_f_002v.tif,6,sinai,f. 2v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/bq948440,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fbq948440,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0007_f_003r.tif,7,sinai,f. 3r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/3340fv5h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2F3340fv5h,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0008_f_003v.tif,8,sinai,f. 3v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/qj47bh70,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fqj47bh70,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0009_f_004r.tif,9,sinai,f. 4r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/kf87xw4m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fkf87xw4m,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0010_f_004v.tif,10,sinai,f. 4v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/gq939n9t,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fgq939n9t,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0011_f_005r.tif,11,sinai,f. 5r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/d8814743,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fd8814743,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0012_f_005v.tif,12,sinai,f. 5v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/m474r16b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fm474r16b,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0013_f_006r.tif,13,sinai,f. 6r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/gm54gc4v,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fgm54gc4v,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0014_f_006v.tif,14,sinai,f. 6v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/52677967,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2F52677967,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0015_f_007r.tif,15,sinai,f. 7r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/mn94vw6v,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fmn94vw6v,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0016_f_007v.tif,16,sinai,f. 7v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/k438j46n,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fk438j46n,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0017_f_008r.tif,17,sinai,f. 8r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/f902c89h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Ff902c89h,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0018_f_008v.tif,18,sinai,f. 8v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/pm78dt65,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fpm78dt65,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0019_f_009r.tif,19,sinai,f. 9r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/0w877k90,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2F0w877k90,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0020_f_009v.tif,20,sinai,f. 9v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/fd24xd27,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Ffd24xd27,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0021_f_010r.tif,21,sinai,f. 10r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/0824x138,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2F0824x138,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0022_f_010v.tif,22,sinai,f. 10v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/jv32z64j,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fjv32z64j,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0023_f_011r.tif,23,sinai,f. 11r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/tq35804d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Ftq35804d,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0024_f_011v.tif,24,sinai,f. 11v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/jq36v53m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fjq36v53m,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0025_f_012r.tif,25,sinai,f. 12r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/f0022231,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Ff0022231,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0026_f_012v.tif,26,sinai,f. 12v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/h879ng4b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fh879ng4b,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0027_f_013r.tif,27,sinai,f. 13r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/b310gh66,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fb310gh66,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0028_f_013v.tif,28,sinai,f. 13v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/t2917w89,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Ft2917w89,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0029_f_014r.tif,29,sinai,f. 14r,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/r534zm9r,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fr534zm9r,
Masters/sinaimasters/ara/arabic_0224/sld_arb0224_0030_f_014v.tif,30,sinai,f. 14v,Text,,ark:/21198/z1kh1rmw,ark:/21198/z1kh1rmw/pf43tw64,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 224,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh1rmw%2Fpf43tw64,
