File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/hb64cr1z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/jw45037q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/2622n693,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/p426498p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/pf79qx3m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/hc46hq77,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/6q93jg6q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/k087j35f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/x669152k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/hf44dp2c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
