File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0003_f_001r.tif,3,sinai,f. 1r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/2622n693,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2F2622n693,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0004_f_001v.tif,4,sinai,f. 1v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/p426498p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fp426498p,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0005_f_002r.tif,5,sinai,f. 2r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/pf79qx3m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fpf79qx3m,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0006_f_002v.tif,6,sinai,f. 2v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/hc46hq77,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fhc46hq77,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0007_f_003r.tif,7,sinai,f. 3r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/6q93jg6q,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2F6q93jg6q,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0008_f_003v.tif,8,sinai,f. 3v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/k087j35f,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fk087j35f,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0009_f_004r.tif,9,sinai,f. 4r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/x669152k,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fx669152k,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0010_f_004v.tif,10,sinai,f. 4v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/hf44dp2c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fhf44dp2c,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0011_f_005r.tif,11,sinai,f. 5r,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/j5716534,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fj5716534,
Masters/sinaimasters/ara/arabic_0449/sld_arb0449_0012_f_005v.tif,12,sinai,f. 5v,Text,,ark:/21198/z1tt5v70,ark:/21198/z1tt5v70/vj81zs3h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 449,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5v70%2Fvj81zs3h,
