File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0003_f_001r.tif,3,sinai,f. 1r,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/4f75kc62,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2F4f75kc62,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0004_f_001v.tif,4,sinai,f. 1v,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/nd15mx9s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2Fnd15mx9s,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0005_f_002r.tif,5,sinai,f. 2r,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/m551d120,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2Fm551d120,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0006_f_002v.tif,6,sinai,f. 2v,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/hc14xm09,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2Fhc14xm09,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0007_f_003r.tif,7,sinai,f. 3r,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/6w80xk3f,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2F6w80xk3f,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0008_f_003v.tif,8,sinai,f. 3v,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/2q09gr82,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2F2q09gr82,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0009_f_004r.tif,9,sinai,f. 4r,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/9986v57h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2F9986v57h,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0010_f_004v.tif,10,sinai,f. 4v,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/8r560x9r,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2F8r560x9r,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0011_f_005r.tif,11,sinai,f. 5r,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/ch18j85c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2Fch18j85c,
Masters/sinaimasters/ara/arabic_0085/sld_arb0085_0012_f_005v.tif,12,sinai,f. 5v,Text,,ark:/21198/z14x6c5h,ark:/21198/z14x6c5h/k359zc0d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 85,ingested,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6c5h%2Fk359zc0d,
